,min,max,average
0,2.889358748374801,3.871589443398767,3.585041055105965
1,2.889358748374801,3.718895535986648,3.484539507570093
2,2.617751050092448,3.62610958092234,3.4137635089858067
3,2.617751050092448,3.5555296049857525,3.3545613853451313
4,2.605278453710879,3.4888489743897093,3.295062394625
5,2.605278453710879,3.4354035225197794,3.240717776858349
6,2.605278453710879,3.373174789259703,3.175603086390643
7,2.3685671345984574,3.318238478771776,3.114859563860946
8,2.1399290841113485,3.2706334252697227,3.045779997311578
9,2.0076438928907967,3.2157971867339823,2.9892007846042095
10,2.0076438928907967,3.1468323561493716,2.917590365986265
11,2.0076438928907967,3.059928738678754,2.8439720379322053
12,2.0076438928907967,3.0049085389579075,2.7876785961446826
13,2.0076438928907967,2.950499875680922,2.739936309409798
14,1.762976907486014,2.8843685087862463,2.6821144839628404
15,1.5760882350423429,2.8432660190430825,2.6123181713005423
16,1.5760882350423429,2.777222983273623,2.537962809275647
17,1.311855684385526,2.703940719626659,2.4702896224285897
18,1.311855684385526,2.6515625509752963,2.4224967870132694
19,1.311855684385526,2.6126941605568548,2.3675496127564757
20,1.311855684385526,2.5580069194763198,2.33115540685782
21,1.311855684385526,2.5215868849981793,2.2819114005931134
22,1.311855684385526,2.460188925754439,2.2068055990850226
23,0.9163207003975775,2.4018615647177994,2.121259879517768
24,0.9163207003975775,2.317892399299121,2.049751668625951
25,0.9163207003975775,2.2629580941315033,1.9916572369174463
26,0.9163207003975775,2.209382285660207,1.9075476777301916
27,0.9163207003975775,2.128876912167251,1.8125196025989907
28,0.37492257684694696,2.043675013823234,1.6846604597582782
29,0.37492257684694696,1.9668359911697768,1.6089515866299129
30,0.2651643992854934,1.87853050386519,1.5108434031678581
31,0.22614734563189834,1.799511665692146,1.3941586892113833
32,0.22614734563189834,1.6727156183466627,1.3089694737636282
33,0.22614734563189834,1.6054355802602391,1.1998324505288012
34,0.22614734563189834,1.4653157211872507,1.081543516927739
35,0.22614734563189834,1.3579561115597207,0.978055309580379
36,0.2094651183265122,1.2400213051267135,0.880678781626031
37,0.18174929524311503,1.134232238646227,0.8077957208663998
38,0.18174929524311503,1.0352617248113603,0.7313163590408288
39,0.18174929524311503,0.9300707612849238,0.6509461820868359
40,0.18174929524311503,0.8394654411183943,0.5809767659168679
41,0.18174929524311503,0.7985858222431035,0.5341476966599833
42,0.17300144117842448,0.7219153758710934,0.4723066911113056
43,0.17300144117842448,0.6401167432796058,0.43325066513563654
44,0.17300144117842448,0.5565153924182205,0.3968017033190698
45,0.17300144117842448,0.5340098766553355,0.3703539994636522
46,0.17300144117842448,0.4467339380473755,0.3412514998663873
47,0.17300144117842448,0.43104806384060135,0.32276690856435886
48,0.17300144117842448,0.42335918061835953,0.3076132969857171
49,0.13146333333268645,0.397468651830272,0.28376767078013954
