,min,max,average
0,0.6642352482558416,1.5850551879584192,1.1792309840685733
1,0.6127101813368316,1.570808568536528,1.2065313180360906
2,0.6127101813368316,1.7052661805493181,1.1893880445193252
3,0.6127101813368316,1.6537856456569253,1.1556024774928035
4,0.6735333690799244,1.6537856456569253,1.1580177660860422
5,0.5909706893073841,1.6381480241540505,1.1982723516750848
6,0.5909706893073841,1.7609346917037971,1.1985713596618168
7,0.728590075209981,1.7609346917037971,1.2156812734738218
8,0.728590075209981,1.8569970020646531,1.2173212851897517
9,0.6397309902682776,1.7609346917037971,1.245799033844038
10,0.635799470091565,1.7609346917037971,1.2625935762286975
11,0.635799470091565,1.7810698210765168,1.2630904326758925
12,0.7360752359894984,1.6687689714750067,1.2472847190278615
13,0.8985211133218352,1.6687689714750067,1.3028814413799754
14,0.8985211133218352,1.64373607523599,1.3216200630313406
15,1.0184088139843568,1.64373607523599,1.31717042293177
16,1.0534361637556784,1.64373607523599,1.3129927555692245
17,0.9901165363065304,1.64373607523599,1.302129860984471
18,0.9418095698644745,1.6639182316385157,1.3229682841243102
19,0.9911354804877142,1.6572222479283159,1.3346308718387931
20,0.8319630473394345,1.711340832859283,1.3309037718097303
21,0.9761233487237226,1.711340832859283,1.3508503825217921
22,0.9761233487237226,1.7443923669233348,1.3702258242507654
23,0.9827924922481006,1.7464549028929643,1.3503147393598696
24,0.9996459363656242,1.711340832859283,1.339602153596025
25,0.9962068390910447,1.8331539955283496,1.3633893748852677
26,0.8922541945539977,1.816280364566842,1.366840692383042
27,0.9996459363656242,1.816280364566842,1.3953272635198168
28,0.9996459363656242,1.7719772733939818,1.3916623608960108
29,1.0678903220792055,1.7956122117855484,1.4280776023110078
30,1.1390621782012933,1.7956122117855484,1.4077773778212068
31,1.0181563650253174,1.6492702947339708,1.3811586636037108
32,1.1118845620997222,1.673908224407543,1.3878868479762803
33,1.1118845620997222,1.673908224407543,1.3762613821289418
34,1.1118845620997222,1.6300699598894215,1.3754911519626296
