,min,max,average
0,1.0245190011882264,1.3477221679370013,1.2110268992930355
1,1.081574809721984,1.3477221679370013,1.2571800143288785
2,1.081574809721984,1.3477221679370013,1.2770376271010908
3,1.2078190980548351,1.3477221679370013,1.30873480286837
4,1.2078190980548351,1.3477221679370013,1.3057512469723513
5,1.2078190980548351,1.3477221679370013,1.3321773823945382
6,1.164683517162144,1.3477221679370013,1.2888192782999135
7,1.164683517162144,1.3833007622007925,1.2545014091475586
8,1.164683517162144,1.3833007622007925,1.2335864661080616
9,1.164683517162144,1.3061979054675046,1.2161563477871136
10,1.164683517162144,1.3061979054675046,1.2193162323630578
11,1.164683517162144,1.2831640360260315,1.1997015220124303
12,1.164683517162144,1.2831640360260315,1.1778480192581315
13,1.164683517162144,1.3013453510832396,1.1930326674715868
14,1.1096230307242252,1.3013453510832396,1.2065180219372778
15,1.1096230307242252,1.3013453510832396,1.2046998904315571
16,1.1096230307242252,1.3013453510832396,1.1836578727633054
17,1.1096230307242252,1.3013453510832396,1.186311958867831
18,1.1096230307242252,1.3013453510832396,1.2050484684191904
19,1.164683517162144,1.3013453510832396,1.2821204106348494
20,1.2540850006759188,1.3013453510832396,1.285993470450644
21,1.2540850006759188,1.3013453510832396,1.27989471993816
22,1.2540850006759188,1.3013453510832396,1.2693528778274055
23,1.2540850006759188,1.3013453510832396,1.2742803125498054
24,1.2540850006759188,1.3013453510832396,1.2657981585767573
25,1.2540850006759188,1.3013453510832396,1.2722601664323379
26,1.2540850006759188,1.2831640360260315,1.2715324218859863
27,1.2540850006759188,1.2831640360260315,1.2734710242426606
28,1.2540850006759188,1.2831640360260315,1.2799330320982412
29,1.2540850006759188,1.2831640360260315,1.277348228956009
30,1.2831640360260315,1.2831640360260315,1.2831640360260315
31,1.2831640360260315,1.2831640360260315,1.2831640360260315
32,1.2831640360260315,1.2831640360260315,1.2831640360260315
33,1.2831640360260315,1.2831640360260315,1.2831640360260315
34,1.2831640360260315,1.2831640360260315,1.2831640360260315
35,1.2831640360260315,1.2831640360260315,1.2831640360260315
36,1.2831640360260315,1.2831640360260315,1.2831640360260315
37,1.2831640360260315,1.2831640360260315,1.2831640360260315
38,1.2831640360260315,1.2831640360260315,1.2831640360260315
39,1.2831640360260315,1.2831640360260315,1.2831640360260315
40,1.2831640360260315,1.2831640360260315,1.2831640360260315
41,1.2831640360260315,1.2831640360260315,1.2831640360260315
42,1.2831640360260315,1.2831640360260315,1.2831640360260315
43,1.2831640360260315,1.2831640360260315,1.2831640360260315
44,1.2831640360260315,1.2831640360260315,1.2831640360260315
45,1.2831640360260315,1.2831640360260315,1.2831640360260315
46,1.2831640360260315,1.2831640360260315,1.2831640360260315
47,1.2831640360260315,1.2831640360260315,1.2831640360260315
48,1.2831640360260315,1.2831640360260315,1.2831640360260315
49,1.2831640360260315,1.2831640360260315,1.2831640360260315
50,1.2831640360260315,1.2831640360260315,1.2831640360260315
51,1.2831640360260315,1.2831640360260315,1.2831640360260315
52,1.2831640360260315,1.2831640360260315,1.2831640360260315
53,1.2831640360260315,1.2831640360260315,1.2831640360260315
54,1.2831640360260315,1.2831640360260315,1.2831640360260315
55,1.2831640360260315,1.2831640360260315,1.2831640360260315
56,1.2831640360260315,1.2831640360260315,1.2831640360260315
57,1.2831640360260315,1.2831640360260315,1.2831640360260315
58,1.2831640360260315,1.2831640360260315,1.2831640360260315
59,1.2831640360260315,1.2831640360260315,1.2831640360260315
60,1.2831640360260315,1.2831640360260315,1.2831640360260315
61,1.2831640360260315,1.2831640360260315,1.2831640360260315
62,1.2831640360260315,1.2831640360260315,1.2831640360260315
63,1.2831640360260315,1.2831640360260315,1.2831640360260315
64,1.2831640360260315,1.2831640360260315,1.2831640360260315
65,1.2831640360260315,1.2831640360260315,1.2831640360260315
66,1.2831640360260315,1.2831640360260315,1.2831640360260315
67,1.2831640360260315,1.2831640360260315,1.2831640360260315
68,1.2831640360260315,1.2831640360260315,1.2831640360260315
69,1.2831640360260315,1.2831640360260315,1.2831640360260315
70,1.2831640360260315,1.2831640360260315,1.2831640360260315
71,1.2831640360260315,1.2831640360260315,1.2831640360260315
72,1.2831640360260315,1.2831640360260315,1.2831640360260315
73,1.2831640360260315,1.2831640360260315,1.2831640360260315
74,1.2831640360260315,1.2831640360260315,1.2831640360260315
75,1.2831640360260315,1.2831640360260315,1.2831640360260315
76,1.2831640360260315,1.2831640360260315,1.2831640360260315
77,1.2831640360260315,1.2831640360260315,1.2831640360260315
78,1.2831640360260315,1.2831640360260315,1.2831640360260315
79,1.2831640360260315,1.2831640360260315,1.2831640360260315
80,1.2831640360260315,1.2831640360260315,1.2831640360260315
81,1.2831640360260315,1.2831640360260315,1.2831640360260315
